FinancialYear,GeographicAreaType,GeographicAreaCode,GeographicAreaName,ProviderType,Measure,Value
2022–23,SA4,SA4-311,Logan - Beaudesert,Psychiatrists,"Service rate per 1,000 population",89
2022–23,SA4,SA4-311,Logan - Beaudesert,All providers,Services,164028
2022–23,SA4,SA4-311,Logan - Beaudesert,Clinical psychologists,Services,28690
2022–23,SA4,SA4-311,Logan - Beaudesert,General practitioners,Services,51544
2022–23,SA4,SA4-311,Logan - Beaudesert,Other allied health providers,Services,9820
2022–23,SA4,SA4-311,Logan - Beaudesert,Other psychologists,Services,40407
2022–23,SA4,SA4-311,Logan - Beaudesert,Psychiatrists,Services,33566
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,All providers,"Patient rate per 1,000 population",76
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,Clinical psychologists,"Patient rate per 1,000 population",4
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,General practitioners,"Patient rate per 1,000 population",61
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,Other allied health providers,"Patient rate per 1,000 population",4
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,Other psychologists,"Patient rate per 1,000 population",21
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,Psychiatrists,"Patient rate per 1,000 population",15
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,All providers,Patients,14120
2022–23,SA4,SA4-312,Mackay - Isaac - Whitsunday,Clinical psychologists,Patients,706
